satisfaction,usage
2.7910715131204227,138.073982871027
4.267922133331887,151.25556431244087
2.8958758457754774,119.60481034433019
3.779755496288821,114.28414897008967
1.3770724191699024,67.25420978172085
3.3534308664864123,139.15352805493694
2.728518532393065,125.16552276720472
3.155522425954996,117.96255787312401
3.110682405655826,114.27547783636965
3.125699822176984,118.8936131596863
3.6157007293625534,112.91291605506248
2.4348263683940212,104.15898484310085
3.569079259535643,127.18766642172505
4.2325248831179065,134.52477356798857
1.5898589950196766,96.88296256841457
2.2194599017706746,107.97793292437828
2.261464574498814,113.86134746205394
1.9079542005490406,120.14439922130354
2.525302230362941,116.15443591242699
4.03311851539984,139.79163598969183
4.447586924512429,70.42898952888572
3.106174969746502,75.74888404979649
2.6757639891517995,125.80708197760734
3.80292396908066,101.91942456516634
1.0,146.52726917321434
1.9448215278968417,155.0940285776565
1.0,127.01241529268731
1.9343002826445581,87.84075251177462
2.2329824730979997,151.63780548681177
4.477681877937679,125.96707986450983
1.0,75.39192082418647
2.583297399765666,78.04441055804448
3.619566472178107,165.50840369125933
3.4107306632690935,160.53407739783688
4.461738133534894,44.48570573711265
3.1610514785965886,79.2662731422637
3.374278180481145,154.22566486864966
1.1614931681974496,119.44522234820856
2.011731141823191,141.05547856476278
1.2172952565519763,118.1414176170571
3.5726081079140997,139.6347747021361
3.348690451757246,120.17500639996301
3.3135379672835152,106.87175229729101
2.1185663915419255,151.76231489744427
2.0270502206833347,126.06163848076937
3.209446932296417,139.57166148730698
2.330613947228865,124.723437748823
1.9795954361677632,105.40929319350562
2.491610628741932,168.25167934071578
2.3392579639646915,130.64904764272995
2.1332770253715467,109.34854066883545
1.774232183242398,158.3498841095615
3.4486897683389066,80.37528678363128
4.556049439477057,187.0885095238796
2.960995799381346,114.62550727009715
3.222434136969928,81.95957377849871
3.536377852601704,177.17824045372694
3.366565757193122,106.10497160781625
2.153087671683021,127.29733709566881
4.719846211102585,141.5307222431839
2.242689486322039,155.52517582980437
3.648088364660409,128.99323691164693
3.5301913073429114,100.58053775009888
1.0415584578653623,126.56977570001978
2.6411535830870805,107.42053364004836
3.0566284518121702,127.47035029093571
3.133151211424286,168.84448637270575
3.301420515516767,142.6777557493138
3.757662872939976,126.19939314295017
2.992484635729222,142.15472497819022
3.354617568017944,144.30241955727558
2.955045413227617,87.66377691093824
1.9826663432452265,121.25168133647094
3.032401441369674,196.87582977997548
3.74908984425307,156.384629550956
4.108788382475365,104.896933225164
3.537315657544204,101.90376311647135
4.334350325949299,100.90422830473193
3.4188647474089806,145.98959850786173
3.8638798216688373,168.22922763348652
3.9373911492797857,137.46501133440174
2.7766494591162645,124.71487049606453
3.7260034325676683,106.67533927101685
2.0593551023590857,129.8811943675058
3.349812342548864,95.39634839711371
3.5770258266684527,61.92703358366285
4.05109512069933,169.10477070337348
3.820759303981306,89.82561988913672
4.064114183334714,110.25502878992042
2.900619669873577,139.6907235188787
2.654606845329953,163.03400608038163
2.7251012421143836,127.71391957255864
3.26628373044863,84.18867037017515
1.1912529843577477,110.95960650925346
4.3317569703945535,99.64543784924761
3.043873359828975,118.85366917586038
2.5849984176648806,156.95953413808905
1.0,43.87834211790347
2.963186493821717,107.65830509917528
2.8015234849242443,105.47851090838945
2.102953569354745,82.29715965313082
2.326953154872988,137.56472231248847
2.9733633555548367,77.55072384371856
2.411763540412317,81.00317162111025
3.571878066178356,145.5320764206184
2.251216411355984,165.01714106888005
3.1546084295207777,117.71709694164122
4.18004536881117,83.47811643032202
2.9634041374374487,98.8333772466525
3.355977123959746,150.24005841735135
3.292651387400598,123.49314721990181
3.007996899617266,116.96883669354231
2.93299285805649,129.3914912973944
2.428625778550088,118.87020169423678
3.1510122905578193,166.3713689297765
2.716732491160533,97.52570205919197
4.5460901682347075,94.08122649494359
3.8111432591099113,78.49639445794031
1.547204104111654,103.80037092822928
1.6028420017819225,87.24073576001535
2.869540130960635,126.54226525958171
2.6046945225602536,120.6284209657543
2.8168060817780747,87.62773499796072
3.6511614606523133,137.67418077083917
3.315735898877357,165.5043860138962
3.3056292304581545,130.7351504601307
4.446194665495394,43.6950545113358
1.6111084458269207,179.61392912010317
3.103938834148899,142.4077040721318
2.420947452052746,178.69254759565354
4.435435785839352,152.72170758449502
1.0,158.71546256611677
1.0,126.15800680803254
3.304636296348051,112.13111963430502
4.126296559324147,131.20443563196483
3.77325432131705,98.73644759260382
2.1990192066822916,133.01642552700696
4.50642172200158,41.19641227947868
1.7685312514057916,121.28796735643239
4.307484189543345,160.340283603064
1.9007717496418564,122.82925736786898
2.648175827662778,171.82448214092963
3.6392695378569173,112.08763836454185
1.533792169103835,150.07952738963485
4.469023397540767,93.65189778979902
2.6420561685986854,148.85869858666135
3.1372761356782894,126.97784724683449
4.162200789040752,113.40748512471814
2.20687465483285,42.7835365480674
4.060813686255389,112.3686967258335
4.640533570892369,126.40359057839432
2.344421002670421,144.86128305659753
4.369387672596295,166.828493972972
1.239421405758397,181.05098104097732
3.389600394794567,157.38802029368952
1.7714014842961914,103.13729024087417
3.942568548536189,110.85587731446783
3.8604560484222032,142.1674641313105
5.0,135.58843379543404
4.4212829829524996,168.85037878174086
2.834228802398545,194.38168256129734
1.9182525127011596,188.01540585294669
3.56568707966939,164.81814599395034
2.9392685896145068,135.8370794682869
4.551155044595704,160.47975188837532
1.0,169.8432304118519
5.0,115.58098808234945
3.5319906076118035,104.02017082473722
2.1869878782796275,96.97736999784976
3.733989227418566,93.7084579966409
4.2974214212897035,78.54014032220428
3.114346891303689,127.49705127353182
1.2350796158551571,90.00741596735605
2.706152963652894,96.49433447593853
4.0393950530421385,141.0376667753018
3.496664734227375,125.4482719876053
2.843492969164627,132.88874821901024
4.308315830891436,160.95446285676246
3.7393058408322966,145.93589725622385
3.8163391559383437,165.5665974435799
2.5893653080191985,122.39929484334212
2.4926163182539014,168.35371773937186
1.3000402793169787,130.7921029307238
2.7406082440627437,125.06118783285609
3.935392053798128,163.8457861882951
2.795906702984413,93.83538962420116
3.445538846529005,180.70801702627426
4.11119935665328,111.53699939888142
3.3728329917986324,83.45676085352035
3.470514761760802,139.60505856167586
1.6421775379624457,108.68035469645218
2.677435215898023,180.77421275733752
4.726626506496595,107.01297543644559
3.1037971810960934,129.43346752055885
4.896738181996575,77.23220053565692
2.2768843693610528,144.38742734692414
3.2339474521345397,96.67829772423286
2.617321562448132,140.79974070997804
3.591984685124553,107.14964280882414
3.895008668060121,58.59195939831601
