x1,x2,y
13.4719276063305,4.557575482561958,27.567210206371755
10.395821566925296,6.8716131090106005,18.671458314581756
8.697163992771102,3.989764063634197,17.012206230463807
9.032228331891357,5.418491243335703,16.34697361658881
9.35930538361136,3.746979420110364,20.430356581308494
10.848331892803833,8.217723691660083,17.767397058307104
11.045670976071,3.218602371455731,24.290150673480255
8.852599992122842,5.464731065340541,16.646330039208255
9.951290815478034,5.950665321398148,17.372475923474422
14.284540717223727,5.620698646177248,28.127303750307618
13.455086340201422,4.722068511683437,26.926424442462395
10.872647339348065,4.805268950399861,19.448939018514327
10.0760069563364,5.065717207968665,21.167363871218924
10.240062653436523,4.779496997557267,18.761551870800904
11.227035945460834,6.445818675192364,20.111353829835476
7.954414869603189,8.315784502387027,9.63028247125462
9.48524692515331,4.16376232248825,19.02400922370648
6.662831852244821,2.945295530631383,13.938462206393691
10.798446245210558,4.8675769274731175,22.015496788418396
11.294391879405483,8.869564006481479,17.00942545216699
9.033627075401252,3.794488148045404,17.863560197062238
13.147973526580065,7.458675208166101,24.202103517139143
7.548468673995318,7.516551221114661,9.602619093467155
7.07125023958036,4.169617637438008,14.281930010045283
10.448903637119944,5.853474618777913,19.589064501904613
12.094196605224308,7.442594934692807,22.039255377479222
13.367855382915737,4.43130838851877,28.764949659734235
9.08223147426212,4.694629459846458,18.245497191324873
12.157361666862592,4.127478629077034,25.621451370967748
9.922983060998586,3.4778649039606995,19.33718781978778
9.65474540011836,4.026083682400989,19.705251033167354
11.767319874973344,3.164089599856615,24.970035273813593
11.30464575682684,5.051125202388839,21.67164746745074
6.847215686031501,3.8450401534120373,13.0903550497394
12.953080699451792,5.350678867686121,27.20017017883977
12.760182708294902,2.666156530694559,28.72234051063985
8.748874596980942,5.496320348321685,15.585435087065296
10.791607066874818,6.250293442413387,21.180880480926216
10.988060372565478,2.009396536142817,25.29962826753088
10.521347531647814,5.561084854771358,22.2317501175743
8.89938969230916,6.841503488709938,14.604179689952518
8.656753264123896,3.185538471963192,16.05847423479809
9.94889185801711,7.508858580256555,16.614940969839438
12.345458038518728,5.6285285140490675,24.49056926432072
11.087200309188864,3.9424822163623867,24.27677486742004
9.258771335827788,4.916346383513441,17.9204940306233
11.543397421296689,5.837490368782584,21.715049126718846
4.302914758739849,5.114008087118617,3.3961789560179163
12.297531400744207,5.808133988669554,23.565044458171027
6.5205724424438,3.6189896103809507,11.108123119443059
9.275118117193736,5.254041236054117,16.30242235991468
7.760660210747712,2.8794282546425296,16.534915025718856
7.410637048558188,4.83316090797695,14.396704036174535
12.32165357475704,3.6441385378028155,26.8258392213522
9.064597597376217,3.8967050861153503,16.789564828066936
10.69300776346143,6.854139762815656,18.952154361494934
9.906158842241632,6.636965180891403,17.997670375180046
10.954081654446243,5.913707181360765,19.678972614163307
10.153643782120511,3.3615308529911316,21.216255265039003
7.434015551622861,4.525387325457797,13.169262283236993
11.99253363889428,6.819646549968775,21.01285992419093
9.012486833677375,5.212575370459857,16.924407073485465
6.886836202680498,8.478994309972542,6.921349186126412
9.143769678068175,5.589976759091558,16.570984528167596
13.00151958126862,5.288073674735047,25.270618365687397
11.700443484226986,4.536325303696248,23.370060045808557
9.302695731184281,5.200311357173423,17.738747057180365
9.301484591363142,4.771295245429184,17.155324031801065
9.356729897565234,6.062163015032885,17.844192977107028
14.153495967121682,6.435053475191876,27.26203956195935
10.763870904463106,3.8210158092380757,22.549143015823958
10.86008329438214,3.003150569663333,24.479018384232436
12.060566908063684,2.245691940345055,26.03822120881211
10.477578318053027,5.761986990368816,17.518752594709213
9.481915708358594,3.3449500907391894,18.16519284743936
9.607300301830044,1.7706641105712757,23.156037925316763
9.856797481171872,5.582867906796446,17.3906940688815
9.925555526980316,8.739499276149186,16.884688971740022
11.45525908727396,4.99089363269016,22.08482776029932
10.103891771614599,6.257736161677463,17.93499733822058
11.46528015443116,5.122744037821348,24.058017493260156
9.838566839782835,4.851665520213286,20.78051136336027
10.15727038063218,6.378614724481653,19.800341858838866
6.003598630935785,4.564588183717023,10.739856987472177
